"activity","subject","tBodyAccstdX","tBodyAccstdY","tBodyAccstdZ","tGravityAccmeanX","tGravityAccmeanY","tGravityAccmeanZ","tGravityAccstdX","tGravityAccstdY","tGravityAccstdZ","tBodyAccJerkstdX","tBodyAccJerkstdY","tBodyAccJerkstdZ","tBodyGyroJerkstdX","tBodyGyroJerkstdY","tBodyGyroJerkstdZ","fBodyAccmeanX","fBodyAccmeanY","fBodyAccmeanZ","fBodyAccstdX","fBodyAccstdY","fBodyAccstdZ","fBodyAccJerkstdX","fBodyAccJerkstdY","fBodyAccJerkstdZ"
3,11,0.142456557034783,0.0708122725543478,-0.324026938043478,0.941746406521739,-0.200321942608696,0.132371684891304,-0.954497498695652,-0.926310469565217,-0.925814906086956,-0.0834212653347826,-0.126816662141304,-0.579710482173913,-0.53437494826087,-0.684593318695652,-0.480559152608696,0.0351937228130435,0.0247508134326087,-0.377624755652174,0.179906764395652,0.0262777181065217,-0.348626581521739,-0.12834163051087,-0.130443829826087,-0.628902742826087
4,11,-0.982796562075472,-0.921402118113208,-0.968370181886792,0.871963798301887,0.213716305739623,0.188531695981132,-0.988069341132075,-0.949792572075472,-0.971661610754717,-0.980335163584906,-0.966766643396226,-0.983441609622641,-0.990501518301887,-0.988554820188679,-0.981016044716981,-0.981481454339623,-0.934503182830189,-0.972855110377359,-0.983389810188679,-0.920047161698113,-0.967884390943396,-0.981607942075472,-0.968421475660377,-0.984349606792453
5,11,-0.994978878723404,-0.964173331702128,-0.986382712765957,0.956464535957447,-0.173082704680851,0.127198423404255,-0.994529398085106,-0.981047828723404,-0.989433253617021,-0.992527404255319,-0.979428279574468,-0.990132989574468,-0.986690403617021,-0.995571631276596,-0.990663218510638,-0.993808050638298,-0.968703072553191,-0.987669785531915,-0.995573762978723,-0.96350679,-0.985958517446809,-0.993414564042553,-0.981185823617021,-0.990378149574468
6,11,-0.98477733,-0.972196873859649,-0.971311176842105,-0.134832031403509,0.943017941403509,0.112620189964912,-0.97956560245614,-0.990765579649123,-0.984192606315789,-0.985259108596491,-0.972777455263158,-0.982111784210526,-0.981724838421053,-0.990845724736842,-0.986549063333333,-0.983801365614035,-0.971403935438596,-0.973576812807018,-0.985322211929825,-0.973589287368421,-0.971668077017544,-0.987122678245614,-0.973486716315789,-0.983302949122807
1,12,-0.128898533096,-0.122783290008,-0.4106060626,0.9668735148,-0.1559834498,-0.03608428788,-0.97911312,-0.9646191738,-0.9502762272,-0.01350661106,-0.089404968585,-0.512276838,-0.3908072382,-0.581290691,-0.4806421996,-0.05435763951,-0.071302455092,-0.4223253002,-0.160707260634,-0.20851528006,-0.4521466944,-0.03105929456,-0.094056408433,-0.5314863218
2,12,-0.290149192307692,-0.103818259823077,-0.436697425576923,0.938371473269231,-0.259144202692308,-0.0702503820961538,-0.960246289807692,-0.941378352307692,-0.938071183269231,-0.359856972115385,-0.311328991057692,-0.719336352692308,-0.549999188461539,-0.761195612692308,-0.606412096538462,-0.321447925192308,-0.168341519859615,-0.560841212692308,-0.278929748076923,-0.130175559028846,-0.418599992115385,-0.39060122,-0.335926381307692,-0.750114855961538
3,12,0.0424084916086956,0.11083534373913,-0.425017413478261,0.949861980652174,-0.178702175434783,-0.0561050624630435,-0.959504017391304,-0.94329842826087,-0.935399348043478,0.00631914373913043,0.0629216671304348,-0.498655793478261,-0.278608163891304,-0.517479109130435,-0.365232197456522,0.0235049348717391,0.150510001156522,-0.402121221521739,0.0483347068913043,0.016749510173913,-0.48739012673913,-0.072311431676087,0.0515123126413043,-0.544461425869565
4,12,-0.982568781960784,-0.92858124,-0.939661889019608,0.926228975490196,0.0830509010823529,0.0885640696078431,-0.985203642352941,-0.963641979215686,-0.956208629607843,-0.976494200784314,-0.964047461568627,-0.97911346627451,-0.977329927254902,-0.979347830784314,-0.977138953921569,-0.97966614372549,-0.942768016862745,-0.954626628823529,-0.98399947745098,-0.926033975686275,-0.935916958235294,-0.977980349019608,-0.966538919607843,-0.981408871764706
5,12,-0.981243992459016,-0.923140254098361,-0.920684800114754,0.957317821803279,-0.21886535557377,-0.0395382767304918,-0.985314210491803,-0.970482614590164,-0.939534099016393,-0.972440195081967,-0.953203115409836,-0.975556976885246,-0.955415641803279,-0.971195487377049,-0.973689389672131,-0.976469472295082,-0.932775677704918,-0.947178200163934,-0.983647207377049,-0.922852028360656,-0.914189183770492,-0.975581439016393,-0.95666634442623,-0.978792832786885
6,12,-0.95531868,-0.949072009333333,-0.9483338435,-0.3785920653,0.8033788345,0.2750431984,-0.936458309333333,-0.974396492666667,-0.9596439555,-0.969276283333333,-0.962639526833333,-0.970629308166667,-0.9671982025,-0.965900370833333,-0.969953929666667,-0.956248487666667,-0.951265971,-0.954724801666667,-0.955207641833333,-0.9506400405,-0.948380833666667,-0.972820011166667,-0.964703656833333,-0.972713844666667
1,13,-0.346980394210526,0.141866689392982,-0.220503537026316,0.910855709298246,-0.283658580877193,-0.131299718666667,-0.97254492245614,-0.960899845614035,-0.948637587719298,-0.220910068015789,0.0565488771722807,-0.374633172105263,-0.216812065298246,-0.35776089977193,-0.341765824491228,-0.335030121052632,0.0955150666694737,-0.246851507561404,-0.353299848947368,0.0921968931052632,-0.269896395250877,-0.219716159766667,0.0946741596910526,-0.406173351578947
2,13,-0.296284597454545,0.104470773801818,-0.217210568085455,0.847634313454545,-0.357404501636364,-0.207507170584727,-0.946441502363636,-0.922054968727273,-0.910271096181818,-0.487325539818182,-0.323333932218182,-0.660921263636364,-0.631037584,-0.678805915818182,-0.550880346909091,-0.382460736363636,-0.0636564765818182,-0.404785239945455,-0.266081292363636,0.114656709636364,-0.184842227972182,-0.514337759454545,-0.319400410981818,-0.689235778909091
3,13,-0.0681563626617021,-0.03212524665,-0.158333146191489,0.941875619787234,-0.211555112553191,-0.0950820341687234,-0.952643084042553,-0.92854437106383,-0.893962984042553,-0.0740908045319149,-0.149027773519149,-0.31704660987234,-0.463736674255319,-0.259163248340426,-0.367089485595745,-0.0726602663212766,-0.0364535247659574,-0.151178724793617,-0.0680436217021277,-0.0924444167085106,-0.233315176510213,-0.114744976032191,-0.141775116319149,-0.356579475531915
4,13,-0.989546275306122,-0.938967741632653,-0.938641215510204,0.92557651244898,0.101769752489796,0.0757773858163265,-0.981379112653061,-0.951353064693878,-0.930979556938776,-0.992827264081633,-0.984267557755102,-0.987612090204082,-0.991371016938775,-0.991773350204082,-0.989861382040816,-0.990135477755102,-0.959673916122449,-0.956183063510204,-0.989410582653061,-0.933666502510204,-0.934189007346939,-0.99368217,-0.985908120408163,-0.988612100204082
5,13,-0.991020759298246,-0.949422439473684,-0.967538031754386,0.942695296842105,-0.239943146315789,-0.0524856614035088,-0.992232401754386,-0.974681225789474,-0.976827157368421,-0.987636104210526,-0.977704172105263,-0.986926242631579,-0.978465124561404,-0.980982661403509,-0.985177042982456,-0.989425965614035,-0.959427618245614,-0.97756730122807,-0.991817705263158,-0.947179813157895,-0.964048080877193,-0.988185112807018,-0.979412252631579,-0.987871530526316
6,13,-0.968891989354839,-0.950947949516129,-0.950392995483871,-0.156852206467742,0.656400944354839,0.598884988709677,-0.957875244677419,-0.975948136290323,-0.959892863709677,-0.98541995,-0.980152342903226,-0.983070657419355,-0.981404742903226,-0.978854747419355,-0.989801549193548,-0.974716920483871,-0.965843757258064,-0.966295582741935,-0.966960088387097,-0.947462328225806,-0.945852135806452,-0.98707817516129,-0.981394261612903,-0.983670049354839
1,14,-0.402639098135593,-0.0536126686650847,0.0518841040022034,0.802973961525424,-0.270314822881356,-0.422495268474576,-0.974816884237288,-0.954455935762712,-0.947516969830508,-0.454497019661017,-0.344339569152542,-0.472791088644068,-0.571759911525424,-0.536737701694915,-0.497187687966102,-0.421498172542373,-0.174601844847458,-0.177366434042373,-0.395859985762712,-0.0542709972186441,0.0854892136933898,-0.484797709830508,-0.353526894237288,-0.528889535084746
2,14,-0.309396717592593,0.307195533,0.609017879074074,0.688256122222222,-0.322680364814815,-0.49508872037037,-0.928523640925926,-0.907231431296296,-0.875450819074074,-0.368780418888889,-0.336427181240741,-0.327868814314815,-0.646611034444444,-0.371479721296296,-0.359816626703704,-0.323508442240741,0.0163939234574074,0.191693742633333,-0.304980247962963,0.356072772037037,0.687124163703704,-0.41096787037037,-0.371572473072222,-0.391077873148148
3,14,0.0178313402266667,0.378870491755556,0.451576075111111,0.81629643,-0.264254674666667,-0.392555882222222,-0.919098794,-0.920725940666667,-0.879565316666667,0.0129597549231111,0.192791766468889,-0.133634060621778,-0.537002097555556,-0.284318020488889,0.0913857550044444,0.0212541553977778,0.3714824704,0.280735952206667,0.0140826092322222,0.29363389996,0.427563832371111,-0.0302396365755556,0.138737970022222,-0.244857128202222
4,14,-0.976302248148148,-0.914935703907407,-0.922774835740741,0.939038759814815,-0.0364533962277778,-0.0945970534814815,-0.976280399444444,-0.95032266362963,-0.938415738148148,-0.980890655185185,-0.967828356296296,-0.976133383518519,-0.990284240185185,-0.986911323888889,-0.982819138888889,-0.976456609259259,-0.932644766111111,-0.944126078888889,-0.976303056851852,-0.911591208203704,-0.917678155296296,-0.981920831111111,-0.968943674259259,-0.978180020925926
5,14,-0.973268905,-0.928525725333333,-0.9222763115,0.875319569,-0.226692231166667,-0.338174888666667,-0.972005366333333,-0.965781048333333,-0.940757718,-0.978248526,-0.966362425833333,-0.970766734,-0.969948875166667,-0.9706929555,-0.974687865833333,-0.9726995625,-0.942178248333333,-0.9424220265,-0.973605553666667,-0.926055903,-0.917781858666667,-0.980396601666667,-0.967830182166667,-0.973594305166667
6,14,-0.917501887333333,-0.909697040980392,-0.900331921686275,-0.145483631627451,0.48539692745098,0.83656291,-0.862136937254902,-0.94877486372549,-0.90130385627451,-0.971473557058824,-0.96812761745098,-0.972431855490196,-0.970274962745098,-0.968042893529412,-0.979711372941176,-0.933936178235294,-0.930366906078431,-0.927882307058824,-0.911972655156863,-0.905221049156863,-0.894055710980392,-0.973491388039216,-0.969113291372549,-0.97491443
1,15,-0.327961801111111,0.138912923691296,-0.518932634814815,0.951524391481481,-0.233918282592593,0.0757356734814815,-0.978397287962963,-0.971056501481481,-0.95805876537037,-0.373217585,-0.0319265467387037,-0.686268420555556,-0.283767987222222,-0.702402935925926,-0.591668608148148,-0.31744092037037,0.111321097159074,-0.554942138148148,-0.332520626851852,0.0805646237194445,-0.537026414814815,-0.411500068148148,-0.0606839140548148,-0.723051140740741
2,15,-0.0260971840270833,-0.00406536043541667,-0.379717488104167,0.918544812291667,-0.3149610125,0.0811803405,-0.952562395625,-0.927648821458333,-0.92161847875,-0.186944664541667,-0.311861356875,-0.748809454166667,-0.525533949791667,-0.763053512083333,-0.657907649166667,-0.0746328434375,-0.1019354328,-0.5395910825,-0.00838243761666667,-0.0191328333041667,-0.349600353270833,-0.207231605488542,-0.330391429583333,-0.783004506458333
3,15,0.406471051190476,0.186532377428571,-0.281982181666667,0.932302200476191,-0.167462317142857,0.0788822410992857,-0.942806478333333,-0.925685893571429,-0.93400831,0.134593836190476,0.0158059210738095,-0.404005582309524,-0.455980756428571,-0.574964116428571,-0.394542240714286,0.235309825547619,0.167518099964286,-0.259812204547619,0.466325681428571,0.1199936036,-0.357407559285714,0.108062740547619,-0.00722860241119048,-0.461599141904762
4,15,-0.987084356101695,-0.922407162881356,-0.949338025084746,0.89036426220339,0.210849305016949,0.00281565980440678,-0.982620883728814,-0.943561411694915,-0.952973658983051,-0.988162333898305,-0.978126998813559,-0.987011024745763,-0.992889042711864,-0.990313307966102,-0.987937202542373,-0.986619609491525,-0.938926430779661,-0.963227004915254,-0.987384778983051,-0.919162700338983,-0.945704713050847,-0.989314359661017,-0.979713045932203,-0.987694113559322
5,15,-0.988949247358491,-0.931900148301887,-0.951670257924528,0.965528899622642,-0.164713175490566,0.0645975994528302,-0.988432084716981,-0.965687978301887,-0.958810153207547,-0.985459068490566,-0.967720399622641,-0.985301940754717,-0.971514312075472,-0.988107413962264,-0.981293117924528,-0.986724998867925,-0.943348788679245,-0.965473514528302,-0.990060962641509,-0.930286443396226,-0.947905911320755,-0.986934133584906,-0.969934103584906,-0.986654459433962
6,15,-0.972255551527778,-0.962759422361111,-0.929586835277778,-0.1719930545,0.899242553055556,-0.0369192905555556,-0.961509742916667,-0.986036192361111,-0.950710357083333,-0.981739386805556,-0.970921587777778,-0.978402956527778,-0.97392395125,-0.980482834444444,-0.980112732777778,-0.974016176527778,-0.962461124305556,-0.95156594625,-0.971718824583333,-0.964590430138889,-0.923923991944444,-0.983949290694444,-0.973215319722222,-0.980745097361111
1,16,-0.404692523921569,-0.314569762352941,-0.159799790235294,0.925981326078431,-0.0668246472745098,-0.217351194313725,-0.982469595490196,-0.973784841960784,-0.961387254313726,-0.396223738431373,-0.425563858627451,-0.44025821745098,-0.675889722745098,-0.712237752941177,-0.571264779411765,-0.394790433529412,-0.321500667843137,-0.244363048235294,-0.409070488039216,-0.354370678627451,-0.180501317941176,-0.402884115098039,-0.433612657843137,-0.45663628254902
2,16,-0.397083831568627,-0.163732745078431,-0.129283825721569,0.826874282745098,-0.0805926025490196,-0.379059698039216,-0.948413552745098,-0.933657461176471,-0.907649558823529,-0.521089140196078,-0.425625937254902,-0.593411129607843,-0.707264168627451,-0.77471906627451,-0.717101021960784,-0.474984014705882,-0.268063812745098,-0.335853041176471,-0.369636140980392,-0.166324239117647,-0.094561233145098,-0.538073090196078,-0.417127012352941,-0.620123586470588
3,16,0.207251997929787,-0.146993837655319,0.0114353944787234,0.917818427021277,-0.0584832676382979,-0.225382496382979,-0.957785118085106,-0.955487793617021,-0.910588943191489,-0.101186926595745,-0.261684752425532,-0.303381582831915,-0.623676024255319,-0.583421784680851,-0.540633469361702,0.0368263528276596,-0.134598352726809,-0.04769426376,0.266115492098298,-0.208680587882979,-0.0379716239787234,-0.125682818093191,-0.281507406948936,-0.36402669587234
4,16,-0.986825605362319,-0.951607872463768,-0.939672247101449,0.942457377971014,-0.086588253942029,0.0892682200463768,-0.980158243333333,-0.968023206956522,-0.945813561478261,-0.990861134782609,-0.981800970724638,-0.983487212898551,-0.98958327942029,-0.990621793333333,-0.988364321449275,-0.987043828985507,-0.961456685507246,-0.959552230434783,-0.986892418405797,-0.949829260434783,-0.934652146521739,-0.991567867681159,-0.983230774492754,-0.984362469130435
5,16,-0.989076811794872,-0.960298267692308,-0.953468961666667,0.941587749358974,-0.0578867045,-0.166737468166667,-0.985359689871795,-0.980552435769231,-0.959562830769231,-0.991026497435897,-0.98262195474359,-0.988073825641026,-0.987102322692308,-0.992589441153846,-0.992698522948718,-0.989427670897436,-0.96931401525641,-0.969999504230769,-0.989100620641026,-0.958174310128205,-0.948540267051282,-0.991847149615385,-0.984236462179487,-0.98865796025641
6,16,-0.973691429428571,-0.943061150285714,-0.965490276285714,-0.206783742242857,-0.0199270225714286,0.893884468571429,-0.963761977857143,-0.966087103857143,-0.967886002,-0.988416723857143,-0.984867286857143,-0.987644127,-0.985835459428571,-0.989046576,-0.994465157714286,-0.980213187428571,-0.963635575142857,-0.974580069142857,-0.971409075142857,-0.937083636714286,-0.962524372714286,-0.989287359142857,-0.986215013,-0.988348904571429
1,17,-0.31950017295082,-0.0175797885542623,-0.265824489180328,0.92811236852459,-0.179927382704918,-0.190265949622951,-0.980983351639344,-0.968613202622951,-0.956903248196721,-0.355492635409836,-0.0935385034,-0.534303311639344,-0.431296148196721,-0.560203489016393,-0.524422887377049,-0.360991674918033,-0.0650267622126229,-0.382832802295082,-0.304806274098361,-0.0556137930852459,-0.262391594918033,-0.343866129016393,-0.0470379377672131,-0.543872996229508
2,17,-0.062952754100625,-0.0131721014395833,-0.230220954239583,0.853530565833333,-0.284153753333333,-0.298171464166667,-0.949460372291667,-0.91597346625,-0.930159843541667,-0.292665827083333,-0.349791873229167,-0.657430836041667,-0.606044344375,-0.676722847708333,-0.610586202291667,-0.1397522212625,-0.1175197356,-0.3999234945625,-0.0355381172854167,-0.0252781736083333,-0.2048157105,-0.287219038291667,-0.365114263583333,-0.680325770833333
3,17,0.187719760269565,-0.0607892037384783,-0.231064156615217,0.928817578043478,-0.151077057652174,-0.160962985956522,-0.950026242173913,-0.946576675652174,-0.901097766521739,-0.103436471413043,-0.304063534173913,-0.536331570652174,-0.526801825217391,-0.572144734130435,-0.542770646521739,-0.0226239171245652,-0.130272514565217,-0.3180818605,0.258941676302174,-0.0860527358695652,-0.245413541641304,-0.0718767032673913,-0.298931144913043,-0.573043711086957
4,17,-0.9944439053125,-0.96185862984375,-0.96572919578125,0.94488374765625,-0.002814673171875,-0.135803881679687,-0.99019661703125,-0.9667201059375,-0.9566106440625,-0.99434060296875,-0.98863700234375,-0.990529261875,-0.9952559371875,-0.9949818809375,-0.9938412575,-0.9939693815625,-0.96992798921875,-0.97484160453125,-0.99465731359375,-0.959789141875,-0.96292107328125,-0.9946131621875,-0.98991581109375,-0.99081824828125
5,17,-0.991163919871795,-0.968176663717949,-0.970462679230769,0.904678547435897,-0.257486817948718,-0.202687757012821,-0.985751365769231,-0.975810476025641,-0.969171762179487,-0.992094005512821,-0.98666125974359,-0.991217027307692,-0.989257196282051,-0.993699908589744,-0.992327099487179,-0.990927533846154,-0.97417056948718,-0.980231575769231,-0.991318528333333,-0.966427323846154,-0.966999000897436,-0.992775377692308,-0.988200349487179,-0.991450377692308
6,17,-0.972960567323944,-0.944792875211268,-0.953476700140845,-0.19913309,0.658792072253521,0.722657502112676,-0.961063222394366,-0.961466681267606,-0.957164565211268,-0.981489017183099,-0.976960542816901,-0.98281300056338,-0.980792372112676,-0.983135596619718,-0.988221713380282,-0.974359280140845,-0.954648102253521,-0.965406091549296,-0.972438525352113,-0.942791615915493,-0.950116956478873,-0.983213244366197,-0.978343915774648,-0.983854158873239
1,18,-0.37600552125,-0.227005874892857,-0.428348061071429,0.92386524875,-0.254317085892857,-0.0609313415892857,-0.983010882678571,-0.975311658928571,-0.97248384875,-0.368056913928571,-0.320158763392857,-0.633325860714286,-0.578133968392857,-0.694925789464286,-0.663259579285714,-0.37147515625,-0.24360627125,-0.48977105125,-0.378068199285714,-0.267273644642857,-0.439861578035714,-0.375992795357143,-0.320264113035714,-0.664327149285714
2,18,-0.380168286724138,-0.211155120224138,-0.31437339137931,0.883330258448276,-0.316619946206897,-0.106112549189655,-0.961738807068966,-0.942056881206897,-0.907839723965517,-0.563202134655172,-0.56794063862069,-0.760829911206897,-0.76068902862069,-0.828872171206897,-0.718951757931034,-0.465097261896552,-0.363450742586207,-0.522728377068965,-0.350639840862069,-0.190550638155172,-0.269571390465517,-0.575331252413793,-0.585531432931034,-0.784728430344828
3,18,-0.302634565090909,-0.254214045818182,-0.418610127454545,0.932277478363636,-0.225809125454545,-0.0493636733454545,-0.960404874545455,-0.932962218181818,-0.921661749636364,-0.387223932363636,-0.447033872545455,-0.651246664909091,-0.676716181636364,-0.752608622181818,-0.605655411090909,-0.350086793272727,-0.309049613818182,-0.505824358,-0.285535871636364,-0.273798158,-0.418258649818182,-0.416050500909091,-0.464546054727273,-0.678751080363636
4,18,-0.994347988596491,-0.974928131052632,-0.977572717017544,0.909816469298246,0.12988647622807,0.161877417894737,-0.994043771403509,-0.984035479473684,-0.978340183157895,-0.991624662105263,-0.984002717017544,-0.990153121754386,-0.994170190701754,-0.994224162105263,-0.992814325087719,-0.993144920175439,-0.976538530350877,-0.982996441403509,-0.994906565789474,-0.974980068596491,-0.975722121403509,-0.992039060701754,-0.985694744385965,-0.990141676315789
5,18,-0.992019762739726,-0.95422343630137,-0.961873909178082,0.947573239863014,-0.204206320958904,-0.0485767106575342,-0.994270075205479,-0.981335941917808,-0.976044291369863,-0.989436673835616,-0.975277836849315,-0.988455249452055,-0.981970965890411,-0.991151973150685,-0.986259015753425,-0.990409919315068,-0.961239135479452,-0.975772813972603,-0.992789068493151,-0.952911994794521,-0.957216177945206,-0.990287933424657,-0.977179032191781,-0.989275839041096
6,18,-0.984527649230769,-0.986160920923077,-0.987658662307692,-0.220600509076923,0.719755403692308,0.605495317692308,-0.982715987538462,-0.994093522615385,-0.990957249538462,-0.985921071076923,-0.985554339384615,-0.990660246153846,-0.996104441384615,-0.990547638769231,-0.992548101846154,-0.985179972153846,-0.984909884615385,-0.988606906307692,-0.984321858307692,-0.986746450769231,-0.987224804307692,-0.986641245846154,-0.986210701230769,-0.990744752923077
1,19,-0.0489049407963462,0.181801561185577,-0.13947794235,0.935222559230769,-0.2233381,-0.0898428797307692,-0.9698614625,-0.958651200384615,-0.929187930961539,0.110306729315577,0.0809271194038462,-0.179390497475,0.0801186523134615,-0.291594827626923,-0.213494065344231,-0.0299815666923077,0.169258575663077,-0.104423357596154,-0.0578820787019231,0.112615077990385,-0.233872331063462,0.0908366492173077,0.0854010732076923,-0.227829841936346
2,19,-0.1287420952375,0.176349922525,-0.1904685504575,0.8294283725,-0.3871007085,-0.2210087627,-0.916495992,-0.9010448505,-0.83693567475,-0.1742790558,-0.0128865483575,-0.4442822275,-0.23937641116,-0.49212221875,-0.3754149830025,-0.15687949467775,0.111818164225,-0.2196444734075,-0.11993477534,0.13255758081125,-0.2399806950525,-0.2172651781,-0.0131695876025,-0.50771620575
3,19,0.626917070512821,0.514816445641026,0.049322451025641,0.881940855128205,-0.215018042307692,-0.126146868942821,-0.899726139487179,-0.917880864102564,-0.899363131794872,0.544273037307692,0.355306716915385,-0.0200111148717949,0.179148649684615,-0.0146299196923077,0.116646170221282,0.537012022051282,0.494457802230769,0.110659220744872,0.658506543333333,0.427928785230769,-0.0783635041538461,0.476803887476923,0.349771285415897,-0.0983930104846154
4,19,-0.976357663013699,-0.950388943972603,-0.951929615068493,0.581371509041096,0.360343534657534,0.489126594657534,-0.969355010136986,-0.96996981369863,-0.960394960821918,-0.987043285479452,-0.979267729041096,-0.986704740273973,-0.988464752739726,-0.987465915068493,-0.98531069,-0.979238031780822,-0.960763181917808,-0.96633509109589,-0.975204245342466,-0.948053070136986,-0.947514931780822,-0.988576991369863,-0.980999857671233,-0.988151915753425
5,19,-0.989910996849315,-0.944430270684931,-0.952599653972603,0.944045837534247,-0.223897807808219,0.130643717849315,-0.992411542465753,-0.971426607808219,-0.958862043972603,-0.984792035205479,-0.970543276575342,-0.986142491917808,-0.97512668739726,-0.988096672191781,-0.983453911232877,-0.987352048356164,-0.952872872465753,-0.968543351780822,-0.991161671369863,-0.943193755068493,-0.947753961643836,-0.985913722328767,-0.973588517808219,-0.987524587534247
6,19,-0.965019579518072,-0.973449968554217,-0.984672837228916,-0.680043155060241,0.725646622771084,0.68762385253012,-0.958959611084337,-0.986993149638554,-0.988819031566265,-0.983605223493976,-0.974524522650602,-0.988260181084337,-0.976105663493976,-0.984607728915663,-0.986958363975904,-0.97453373,-0.972798824096386,-0.985340447349398,-0.962085001204819,-0.974832075662651,-0.984740998192771,-0.985278006987952,-0.975964111566265,-0.988558703373494
1,20,-0.208342792019608,0.489771808627451,-0.228734217372549,0.899965205686274,-0.344443913137255,-0.035130214,-0.970327266470588,-0.962003383529412,-0.953850439607843,-0.090645041854902,0.244310894098039,-0.387664584313725,-0.253227445431373,-0.127554090666667,-0.22704432732549,-0.147404272166667,0.403465950921569,-0.272213861705882,-0.234985644352941,0.438436341294118,-0.26649772672549,-0.122237205541176,0.255614062961569,-0.427690451960784
2,20,-0.116088676011765,0.15219632835098,-0.229249455098039,0.777095717058824,-0.479894842941176,-0.130117634791765,-0.931405014313725,-0.92459435372549,-0.904064093529412,-0.185695388078431,-0.260789711588235,-0.513641207058824,-0.471107678431373,-0.393988623529412,-0.253867089670588,-0.140439074776471,-0.0293832440223529,-0.318431522156863,-0.108444759592157,0.16454675022549,-0.242438965196078,-0.187090779486275,-0.255008282372549,-0.533201712745098
3,20,0.0745098785288889,0.616937015333333,-0.160938536488889,0.91972663,-0.277419718666667,-0.0282591579777778,-0.940458075111111,-0.908577153777778,-0.919693532888889,-0.135699627468889,0.289670966711111,-0.381503405466667,-0.249235098988889,-0.334568787888889,0.00307854550222222,-0.0343309987555556,0.524187686888889,-0.188098811986667,0.113033424261778,0.560191344,-0.213916756933333,-0.147278592755556,0.293119526444444,-0.405294896466667
4,20,-0.983081858939394,-0.93612270469697,-0.929106396818182,0.924454522424242,0.0733385412878788,0.151679135228788,-0.985829034393939,-0.966983534242424,-0.935854966151515,-0.982078229242424,-0.970896863484848,-0.976522488787879,-0.977414910909091,-0.979684097272727,-0.979742084090909,-0.981203064242424,-0.945198619242424,-0.947597457121212,-0.98397837530303,-0.935031700454545,-0.924947175454545,-0.983565760757576,-0.972776577272727,-0.978458923030303
5,20,-0.967209961232877,-0.87541041109589,-0.913142481643836,0.911231752465753,-0.305938716712329,0.0708655286023288,-0.981916942054795,-0.957462721369863,-0.942437325616438,-0.959528332191781,-0.935605650958904,-0.958936310958904,-0.921644239863014,-0.947633070684932,-0.948669854794521,-0.96193272890411,-0.898194212465753,-0.929985824794521,-0.96980617890411,-0.872525409452055,-0.910995860273973,-0.963098911506849,-0.94047417890411,-0.963973097671233
6,20,-0.962249114705882,-0.964098180294118,-0.972571998382353,-0.472431415573529,0.864882956617647,0.477573305,-0.928674215147059,-0.976018476911765,-0.9765185525,-0.984270728235294,-0.977002606764706,-0.984989224117647,-0.989283577352941,-0.981540062058823,-0.986670534411765,-0.965728781617647,-0.965595958382353,-0.976392651323529,-0.960997907205882,-0.964960988382353,-0.971901324705882,-0.986213883088235,-0.978451446764706,-0.985707806323529
1,21,-0.297814843538462,0.0540880509209615,-0.16868872575,0.862524800961538,-0.370984549423077,-0.220947960192308,-0.969576355384615,-0.964144520576923,-0.974939388076923,-0.114888873837692,-0.0347143855729423,-0.425142604807692,-0.238908311384615,-0.482854309807692,-0.494927657115385,-0.273496158519231,0.0338465813711538,-0.300309066730769,-0.308547185288462,-0.00256294245192308,-0.164961027194231,-0.107412802661538,-0.0148415165923077,-0.443563412692308
2,21,-0.240808282276596,0.109787469104255,-0.219707928574468,0.781177210851064,-0.432309617446809,-0.309735038510638,-0.940911635531915,-0.941523624255319,-0.932716253829787,-0.424052014680851,-0.203209665702128,-0.562052350212766,-0.573541839148936,-0.604469603617021,-0.564149244893617,-0.319169340234043,0.0221598658106383,-0.321712974042553,-0.213184048,0.0823434279595745,-0.22716417293617,-0.462972848723404,-0.261261053404255,-0.603127367234043
3,21,0.224343492244444,0.301336399711111,-0.0717893558666667,0.872683205555556,-0.356673289555556,-0.187870253333333,-0.940194827777778,-0.940111830666667,-0.916324556888889,0.00214655719111111,-0.0796009757622222,-0.246061882112444,-0.549648320222222,-0.442426840888889,-0.428337693333333,0.104323529982222,0.181138042506667,-0.0769713066866667,0.266987750733333,0.277894323022222,-0.145081705591111,-0.0463867896444444,-0.113161860322222,-0.293237567085333
4,21,-0.991777287176471,-0.966877560941176,-0.959567861764706,0.940031368,0.0215206708823529,-0.0567766060705882,-0.992936404470588,-0.979355363176471,-0.965426493882353,-0.989439392235294,-0.979002804823529,-0.985823622941176,-0.989472968470588,-0.989722663529412,-0.987954515294118,-0.990610228,-0.968060947058824,-0.970859342941176,-0.992375229411765,-0.96756129,-0.956412505058824,-0.990027822470588,-0.980347168823529,-0.986845672352941
5,21,-0.981419961123596,-0.943601625393258,-0.946123407078652,0.881213341910112,-0.346155558876404,-0.207685689775281,-0.982906668876405,-0.977681415955056,-0.958590002247191,-0.97706335011236,-0.963921458202247,-0.977915677191011,-0.971866494606742,-0.976815894044944,-0.975427259325843,-0.978327686179775,-0.949694904269663,-0.960274142134831,-0.982892836629213,-0.94354515752809,-0.942458908314607,-0.979530485393258,-0.966024075955056,-0.979723339662921
